"berkas_citra","nama"
"149__F_Right_thumb_finger.BMP","Miss Christina Hackett"
"150__M_Left_index_finger.BMP","Lucas Kuhn"
"150__M_Left_little_finger.BMP","Lucas Kuhn"
"150__M_Left_middle_finger.BMP","Lucas Kuhn"
"150__M_Left_ring_finger.BMP","Lucas Kuhn"
"150__M_Left_thumb_finger.BMP","Lucas Kuhn"
"150__M_Right_index_finger.BMP","Lucas Kuhn"
"150__M_Right_little_finger.BMP","Lucas Kuhn"
"150__M_Right_middle_finger.BMP","Lucas Kuhn"
"150__M_Right_ring_finger.BMP","Lucas Kuhn"
"150__M_Right_thumb_finger.BMP","Lucas Kuhn"
"151__M_Left_index_finger.BMP","Matthew Beahan"
"151__M_Left_little_finger.BMP","Matthew Beahan"
"151__M_Left_middle_finger.BMP","Matthew Beahan"
"151__M_Left_ring_finger.BMP","Matthew Beahan"
"151__M_Left_thumb_finger.BMP","Matthew Beahan"
"151__M_Right_index_finger.BMP","Matthew Beahan"
"151__M_Right_little_finger.BMP","Matthew Beahan"
"151__M_Right_middle_finger.BMP","Matthew Beahan"
"151__M_Right_ring_finger.BMP","Matthew Beahan"
"151__M_Right_thumb_finger.BMP","Matthew Beahan"
"152__M_Left_index_finger.BMP","Mr. Jeffery Pagac"
"152__M_Left_little_finger.BMP","Mr. Jeffery Pagac"
"152__M_Left_middle_finger.BMP","Mr. Jeffery Pagac"
"152__M_Left_ring_finger.BMP","Mr. Jeffery Pagac"
"152__M_Left_thumb_finger.BMP","Mr. Jeffery Pagac"
"152__M_Right_index_finger.BMP","Mr. Jeffery Pagac"
"152__M_Right_little_finger.BMP","Mr. Jeffery Pagac"
"152__M_Right_middle_finger.BMP","Mr. Jeffery Pagac"
"152__M_Right_ring_finger.BMP","Mr. Jeffery Pagac"
"152__M_Right_thumb_finger.BMP","Mr. Jeffery Pagac"
"153__M_Left_index_finger.BMP","Terri Hodkiewicz"
"153__M_Left_little_finger.BMP","Terri Hodkiewicz"
"153__M_Left_middle_finger.BMP","Terri Hodkiewicz"
"153__M_Left_ring_finger.BMP","Terri Hodkiewicz"
"153__M_Left_thumb_finger.BMP","Terri Hodkiewicz"
"153__M_Right_index_finger.BMP","Terri Hodkiewicz"
"153__M_Right_little_finger.BMP","Terri Hodkiewicz"
"153__M_Right_middle_finger.BMP","Terri Hodkiewicz"
"153__M_Right_ring_finger.BMP","Terri Hodkiewicz"
"153__M_Right_thumb_finger.BMP","Terri Hodkiewicz"
"154__F_Left_index_finger.BMP","Willie Hodkiewicz II"
"154__F_Left_little_finger.BMP","Willie Hodkiewicz II"
"154__F_Left_middle_finger.BMP","Willie Hodkiewicz II"
"154__F_Left_ring_finger.BMP","Willie Hodkiewicz II"
"154__F_Left_thumb_finger.BMP","Willie Hodkiewicz II"
"154__F_Right_index_finger.BMP","Willie Hodkiewicz II"
"154__F_Right_little_finger.BMP","Willie Hodkiewicz II"
"154__F_Right_middle_finger.BMP","Willie Hodkiewicz II"
"154__F_Right_ring_finger.BMP","Willie Hodkiewicz II"
"154__F_Right_thumb_finger.BMP","Willie Hodkiewicz II"
"155__M_Left_index_finger.BMP","Travis Torp"
"155__M_Left_little_finger.BMP","Travis Torp"
"155__M_Left_middle_finger.BMP","Travis Torp"
"155__M_Left_ring_finger.BMP","Travis Torp"
"155__M_Left_thumb_finger.BMP","Travis Torp"
"155__M_Right_index_finger.BMP","Travis Torp"
"155__M_Right_little_finger.BMP","Travis Torp"
"155__M_Right_middle_finger.BMP","Travis Torp"
"155__M_Right_ring_finger.BMP","Travis Torp"
"155__M_Right_thumb_finger.BMP","Travis Torp"
"156__F_Left_index_finger.BMP","Kim Barton"
"156__F_Left_little_finger.BMP","Kim Barton"
"156__F_Left_middle_finger.BMP","Kim Barton"
"156__F_Left_ring_finger.BMP","Kim Barton"
"156__F_Left_thumb_finger.BMP","Kim Barton"
"156__F_Right_index_finger.BMP","Kim Barton"
"156__F_Right_little_finger.BMP","Kim Barton"
"156__F_Right_middle_finger.BMP","Kim Barton"
"156__F_Right_ring_finger.BMP","Kim Barton"
"156__F_Right_thumb_finger.BMP","Kim Barton"
"157__M_Left_index_finger.BMP","Garry Crona"
"157__M_Left_little_finger.BMP","Garry Crona"
"157__M_Left_middle_finger.BMP","Garry Crona"
"157__M_Left_ring_finger.BMP","Garry Crona"
"157__M_Left_thumb_finger.BMP","Garry Crona"
"157__M_Right_index_finger.BMP","Garry Crona"
"157__M_Right_little_finger.BMP","Garry Crona"
"157__M_Right_middle_finger.BMP","Garry Crona"
"157__M_Right_ring_finger.BMP","Garry Crona"
"157__M_Right_thumb_finger.BMP","Garry Crona"
"158__M_Left_index_finger.BMP","Dolores Schultz"
"158__M_Left_little_finger.BMP","Dolores Schultz"
"158__M_Left_middle_finger.BMP","Dolores Schultz"
"158__M_Left_ring_finger.BMP","Dolores Schultz"
"158__M_Left_thumb_finger.BMP","Dolores Schultz"
"158__M_Right_index_finger.BMP","Dolores Schultz"
"158__M_Right_little_finger.BMP","Dolores Schultz"
"158__M_Right_middle_finger.BMP","Dolores Schultz"
"158__M_Right_ring_finger.BMP","Dolores Schultz"
"158__M_Right_thumb_finger.BMP","Dolores Schultz"
"159__M_Left_index_finger.BMP","Mr. Colin Reinger"
"159__M_Left_little_finger.BMP","Mr. Colin Reinger"
"159__M_Left_middle_finger.BMP","Mr. Colin Reinger"
"159__M_Left_ring_finger.BMP","Mr. Colin Reinger"
"159__M_Left_thumb_finger.BMP","Mr. Colin Reinger"
"159__M_Right_index_finger.BMP","Mr. Colin Reinger"
"159__M_Right_little_finger.BMP","Mr. Colin Reinger"
"159__M_Right_middle_finger.BMP","Mr. Colin Reinger"
"159__M_Right_ring_finger.BMP","Mr. Colin Reinger"
"159__M_Right_thumb_finger.BMP","Mr. Colin Reinger"
"160__M_Left_index_finger.BMP","Ruby Brekke"
"160__M_Left_little_finger.BMP","Ruby Brekke"
"160__M_Left_middle_finger.BMP","Ruby Brekke"
"160__M_Left_ring_finger.BMP","Ruby Brekke"
"160__M_Left_thumb_finger.BMP","Ruby Brekke"
"160__M_Right_index_finger.BMP","Ruby Brekke"
"160__M_Right_little_finger.BMP","Ruby Brekke"
"160__M_Right_middle_finger.BMP","Ruby Brekke"
"160__M_Right_ring_finger.BMP","Ruby Brekke"
"160__M_Right_thumb_finger.BMP","Ruby Brekke"
"161__F_Left_index_finger.BMP","Jill Feeney"
"161__F_Left_little_finger.BMP","Jill Feeney"
"161__F_Left_middle_finger.BMP","Jill Feeney"
"161__F_Left_ring_finger.BMP","Jill Feeney"
"161__F_Left_thumb_finger.BMP","Jill Feeney"
"161__F_Right_index_finger.BMP","Jill Feeney"
"161__F_Right_little_finger.BMP","Jill Feeney"
"161__F_Right_middle_finger.BMP","Jill Feeney"
"161__F_Right_ring_finger.BMP","Jill Feeney"
"161__F_Right_thumb_finger.BMP","Jill Feeney"
"162__M_Left_index_finger.BMP","Mr. Jerald Schuster"
"162__M_Left_little_finger.BMP","Mr. Jerald Schuster"
"162__M_Left_middle_finger.BMP","Mr. Jerald Schuster"
"162__M_Left_ring_finger.BMP","Mr. Jerald Schuster"
"162__M_Left_thumb_finger.BMP","Mr. Jerald Schuster"
"162__M_Right_index_finger.BMP","Mr. Jerald Schuster"
"162__M_Right_little_finger.BMP","Mr. Jerald Schuster"
"162__M_Right_middle_finger.BMP","Mr. Jerald Schuster"
"162__M_Right_ring_finger.BMP","Mr. Jerald Schuster"
"162__M_Right_thumb_finger.BMP","Mr. Jerald Schuster"
"163__M_Left_index_finger.BMP","Kim Kilback V"
"163__M_Left_little_finger.BMP","Kim Kilback V"
"163__M_Left_middle_finger.BMP","Kim Kilback V"
"163__M_Left_ring_finger.BMP","Kim Kilback V"
"163__M_Left_thumb_finger.BMP","Kim Kilback V"
"163__M_Right_index_finger.BMP","Kim Kilback V"
"163__M_Right_little_finger.BMP","Kim Kilback V"
"163__M_Right_middle_finger.BMP","Kim Kilback V"
"163__M_Right_ring_finger.BMP","Kim Kilback V"
"163__M_Right_thumb_finger.BMP","Kim Kilback V"
"164__M_Left_index_finger.BMP","Emilio Okuneva"
"164__M_Left_little_finger.BMP","Emilio Okuneva"
"164__M_Left_middle_finger.BMP","Emilio Okuneva"
"164__M_Left_ring_finger.BMP","Emilio Okuneva"
"164__M_Left_thumb_finger.BMP","Emilio Okuneva"
"164__M_Right_index_finger.BMP","Emilio Okuneva"
"164__M_Right_little_finger.BMP","Emilio Okuneva"
"164__M_Right_middle_finger.BMP","Emilio Okuneva"
"164__M_Right_ring_finger.BMP","Emilio Okuneva"
"164__M_Right_thumb_finger.BMP","Emilio Okuneva"
"165__M_Left_index_finger.BMP","Mr. Phil Spencer"
"165__M_Left_little_finger.BMP","Mr. Phil Spencer"
"165__M_Left_middle_finger.BMP","Mr. Phil Spencer"
"165__M_Left_ring_finger.BMP","Mr. Phil Spencer"
"165__M_Left_thumb_finger.BMP","Mr. Phil Spencer"
"165__M_Right_index_finger.BMP","Mr. Phil Spencer"
"165__M_Right_little_finger.BMP","Mr. Phil Spencer"
"165__M_Right_middle_finger.BMP","Mr. Phil Spencer"
"165__M_Right_ring_finger.BMP","Mr. Phil Spencer"
"165__M_Right_thumb_finger.BMP","Mr. Phil Spencer"
"166__M_Left_index_finger.BMP","Wesley Osinski"
"166__M_Left_little_finger.BMP","Wesley Osinski"
"166__M_Left_middle_finger.BMP","Wesley Osinski"
"166__M_Left_ring_finger.BMP","Wesley Osinski"
"166__M_Left_thumb_finger.BMP","Wesley Osinski"
"166__M_Right_index_finger.BMP","Wesley Osinski"
"166__M_Right_little_finger.BMP","Wesley Osinski"
"166__M_Right_middle_finger.BMP","Wesley Osinski"
"166__M_Right_ring_finger.BMP","Wesley Osinski"
"166__M_Right_thumb_finger.BMP","Wesley Osinski"
"167__M_Left_index_finger.BMP","Dr. Dave Sipes"
"167__M_Left_little_finger.BMP","Dr. Dave Sipes"
"167__M_Left_middle_finger.BMP","Dr. Dave Sipes"
"167__M_Left_ring_finger.BMP","Dr. Dave Sipes"
"167__M_Left_thumb_finger.BMP","Dr. Dave Sipes"
"167__M_Right_index_finger.BMP","Dr. Dave Sipes"
"167__M_Right_little_finger.BMP","Dr. Dave Sipes"
"167__M_Right_middle_finger.BMP","Dr. Dave Sipes"
"167__M_Right_ring_finger.BMP","Dr. Dave Sipes"
"167__M_Right_thumb_finger.BMP","Dr. Dave Sipes"
"168__M_Left_index_finger.BMP","Grady Fahey"
"168__M_Left_little_finger.BMP","Grady Fahey"
"168__M_Left_middle_finger.BMP","Grady Fahey"
"168__M_Left_ring_finger.BMP","Grady Fahey"
"168__M_Left_thumb_finger.BMP","Grady Fahey"
"168__M_Right_index_finger.BMP","Grady Fahey"
"168__M_Right_little_finger.BMP","Grady Fahey"
"168__M_Right_middle_finger.BMP","Grady Fahey"
"168__M_Right_ring_finger.BMP","Grady Fahey"
"168__M_Right_thumb_finger.BMP","Grady Fahey"
"169__F_Left_index_finger.BMP","Gilbert Schinner"
"169__F_Left_little_finger.BMP","Gilbert Schinner"
"169__F_Left_middle_finger.BMP","Gilbert Schinner"
"169__F_Left_ring_finger.BMP","Gilbert Schinner"
"169__F_Left_thumb_finger.BMP","Gilbert Schinner"
"169__F_Right_index_finger.BMP","Gilbert Schinner"
"169__F_Right_little_finger.BMP","Gilbert Schinner"
"169__F_Right_middle_finger.BMP","Gilbert Schinner"
"169__F_Right_ring_finger.BMP","Gilbert Schinner"
"169__F_Right_thumb_finger.BMP","Gilbert Schinner"
"170__M_Left_index_finger.BMP","Angela Parisian II"
"170__M_Left_little_finger.BMP","Angela Parisian II"
"170__M_Left_middle_finger.BMP","Angela Parisian II"
"170__M_Left_ring_finger.BMP","Angela Parisian II"
"170__M_Left_thumb_finger.BMP","Angela Parisian II"
"170__M_Right_index_finger.BMP","Angela Parisian II"
"170__M_Right_little_finger.BMP","Angela Parisian II"
"170__M_Right_middle_finger.BMP","Angela Parisian II"
"170__M_Right_ring_finger.BMP","Angela Parisian II"
"170__M_Right_thumb_finger.BMP","Angela Parisian II"
"171__M_Left_index_finger.BMP","Percy Hoppe"
"171__M_Left_little_finger.BMP","Percy Hoppe"
"171__M_Left_middle_finger.BMP","Percy Hoppe"
"171__M_Left_ring_finger.BMP","Percy Hoppe"
"171__M_Left_thumb_finger.BMP","Percy Hoppe"
"171__M_Right_index_finger.BMP","Percy Hoppe"
"171__M_Right_little_finger.BMP","Percy Hoppe"
"171__M_Right_middle_finger.BMP","Percy Hoppe"
"171__M_Right_ring_finger.BMP","Percy Hoppe"
"171__M_Right_thumb_finger.BMP","Percy Hoppe"
"172__M_Left_index_finger.BMP","Guadalupe Koss"
"172__M_Left_little_finger.BMP","Guadalupe Koss"
"172__M_Left_middle_finger.BMP","Guadalupe Koss"
"172__M_Left_ring_finger.BMP","Guadalupe Koss"
"172__M_Left_thumb_finger.BMP","Guadalupe Koss"
"172__M_Right_index_finger.BMP","Guadalupe Koss"
"172__M_Right_little_finger.BMP","Guadalupe Koss"
"172__M_Right_middle_finger.BMP","Guadalupe Koss"
"172__M_Right_ring_finger.BMP","Guadalupe Koss"
"172__M_Right_thumb_finger.BMP","Guadalupe Koss"
"173__F_Left_index_finger.BMP","Hugo Roob"
"173__F_Left_little_finger.BMP","Hugo Roob"
"173__F_Left_middle_finger.BMP","Hugo Roob"
"173__F_Left_ring_finger.BMP","Hugo Roob"
"173__F_Left_thumb_finger.BMP","Hugo Roob"
"173__F_Right_index_finger.BMP","Hugo Roob"
"173__F_Right_little_finger.BMP","Hugo Roob"
"173__F_Right_middle_finger.BMP","Hugo Roob"
"173__F_Right_ring_finger.BMP","Hugo Roob"
"173__F_Right_thumb_finger.BMP","Hugo Roob"
"174__F_Left_index_finger.BMP","Christie Romaguera"
"174__F_Left_little_finger.BMP","Christie Romaguera"
"174__F_Left_middle_finger.BMP","Christie Romaguera"
"174__F_Left_ring_finger.BMP","Christie Romaguera"
"174__F_Left_thumb_finger.BMP","Christie Romaguera"
"174__F_Right_index_finger.BMP","Christie Romaguera"
"174__F_Right_little_finger.BMP","Christie Romaguera"
"174__F_Right_middle_finger.BMP","Christie Romaguera"
"174__F_Right_ring_finger.BMP","Christie Romaguera"
"174__F_Right_thumb_finger.BMP","Christie Romaguera"
"175__M_Left_index_finger.BMP","Roger Gislason"
"175__M_Left_little_finger.BMP","Roger Gislason"
"175__M_Left_middle_finger.BMP","Roger Gislason"
"175__M_Left_ring_finger.BMP","Roger Gislason"
"175__M_Left_thumb_finger.BMP","Roger Gislason"
"175__M_Right_index_finger.BMP","Roger Gislason"
"175__M_Right_little_finger.BMP","Roger Gislason"
"175__M_Right_middle_finger.BMP","Roger Gislason"
"175__M_Right_ring_finger.BMP","Roger Gislason"
"175__M_Right_thumb_finger.BMP","Roger Gislason"
"176__M_Left_index_finger.BMP","Leonard Roob"
"176__M_Left_little_finger.BMP","Leonard Roob"
"176__M_Left_middle_finger.BMP","Leonard Roob"
"176__M_Left_ring_finger.BMP","Leonard Roob"
"176__M_Left_thumb_finger.BMP","Leonard Roob"
"176__M_Right_index_finger.BMP","Leonard Roob"
"176__M_Right_little_finger.BMP","Leonard Roob"
"176__M_Right_middle_finger.BMP","Leonard Roob"
"176__M_Right_ring_finger.BMP","Leonard Roob"
"176__M_Right_thumb_finger.BMP","Leonard Roob"
"177__F_Left_index_finger.BMP","Bernadette Glover"
"177__F_Left_little_finger.BMP","Bernadette Glover"
"177__F_Left_middle_finger.BMP","Bernadette Glover"
"177__F_Left_ring_finger.BMP","Bernadette Glover"
"177__F_Left_thumb_finger.BMP","Bernadette Glover"
"177__F_Right_index_finger.BMP","Bernadette Glover"
"177__F_Right_little_finger.BMP","Bernadette Glover"
"177__F_Right_middle_finger.BMP","Bernadette Glover"
"177__F_Right_ring_finger.BMP","Bernadette Glover"
"177__F_Right_thumb_finger.BMP","Bernadette Glover"
"178__M_Left_index_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Left_little_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Left_middle_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Left_ring_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Left_thumb_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Right_index_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Right_little_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Right_middle_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Right_ring_finger.BMP","Alexis Macejkovic-Barton"
"178__M_Right_thumb_finger.BMP","Alexis Macejkovic-Barton"
"179__M_Left_index_finger.BMP","Robyn Pacocha"
"179__M_Left_little_finger.BMP","Robyn Pacocha"
"179__M_Left_middle_finger.BMP","Robyn Pacocha"
"179__M_Left_ring_finger.BMP","Robyn Pacocha"
"179__M_Left_thumb_finger.BMP","Robyn Pacocha"
"179__M_Right_index_finger.BMP","Robyn Pacocha"
"179__M_Right_little_finger.BMP","Robyn Pacocha"
"179__M_Right_middle_finger.BMP","Robyn Pacocha"
"179__M_Right_ring_finger.BMP","Robyn Pacocha"
"179__M_Right_thumb_finger.BMP","Robyn Pacocha"
"180__F_Left_index_finger.BMP","Lynda Johns-Muller"
"180__F_Left_little_finger.BMP","Lynda Johns-Muller"
"180__F_Left_middle_finger.BMP","Lynda Johns-Muller"
"180__F_Left_ring_finger.BMP","Lynda Johns-Muller"
"180__F_Left_thumb_finger.BMP","Lynda Johns-Muller"
"180__F_Right_index_finger.BMP","Lynda Johns-Muller"
"180__F_Right_little_finger.BMP","Lynda Johns-Muller"
"180__F_Right_middle_finger.BMP","Lynda Johns-Muller"
"180__F_Right_ring_finger.BMP","Lynda Johns-Muller"
"180__F_Right_thumb_finger.BMP","Lynda Johns-Muller"
"181__M_Left_index_finger.BMP","Jacqueline Bernier"
"181__M_Left_little_finger.BMP","Jacqueline Bernier"
"181__M_Left_middle_finger.BMP","Jacqueline Bernier"
"181__M_Left_ring_finger.BMP","Jacqueline Bernier"
"181__M_Left_thumb_finger.BMP","Jacqueline Bernier"
"181__M_Right_index_finger.BMP","Jacqueline Bernier"
"181__M_Right_little_finger.BMP","Jacqueline Bernier"
"181__M_Right_middle_finger.BMP","Jacqueline Bernier"
"181__M_Right_ring_finger.BMP","Jacqueline Bernier"
"181__M_Right_thumb_finger.BMP","Jacqueline Bernier"
"182__M_Left_index_finger.BMP","Miss Sophie Goodwin"
"182__M_Left_little_finger.BMP","Miss Sophie Goodwin"
"182__M_Left_middle_finger.BMP","Miss Sophie Goodwin"
"182__M_Left_ring_finger.BMP","Miss Sophie Goodwin"
"182__M_Left_thumb_finger.BMP","Miss Sophie Goodwin"
"182__M_Right_index_finger.BMP","Miss Sophie Goodwin"
"182__M_Right_little_finger.BMP","Miss Sophie Goodwin"
"182__M_Right_middle_finger.BMP","Miss Sophie Goodwin"
"182__M_Right_ring_finger.BMP","Miss Sophie Goodwin"
"182__M_Right_thumb_finger.BMP","Miss Sophie Goodwin"
"183__M_Left_index_finger.BMP","Kristen Heidenreich"
"183__M_Left_little_finger.BMP","Kristen Heidenreich"
"183__M_Left_middle_finger.BMP","Kristen Heidenreich"
"183__M_Left_ring_finger.BMP","Kristen Heidenreich"
"183__M_Left_thumb_finger.BMP","Kristen Heidenreich"
"183__M_Right_index_finger.BMP","Kristen Heidenreich"
"183__M_Right_little_finger.BMP","Kristen Heidenreich"
"183__M_Right_middle_finger.BMP","Kristen Heidenreich"
"183__M_Right_ring_finger.BMP","Kristen Heidenreich"
"183__M_Right_thumb_finger.BMP","Kristen Heidenreich"
"184__M_Left_index_finger.BMP","Michelle Jaskolski"
"184__M_Left_little_finger.BMP","Michelle Jaskolski"
"184__M_Left_middle_finger.BMP","Michelle Jaskolski"
"184__M_Left_ring_finger.BMP","Michelle Jaskolski"
"184__M_Left_thumb_finger.BMP","Michelle Jaskolski"
"184__M_Right_index_finger.BMP","Michelle Jaskolski"
"184__M_Right_little_finger.BMP","Michelle Jaskolski"
"184__M_Right_middle_finger.BMP","Michelle Jaskolski"
"184__M_Right_ring_finger.BMP","Michelle Jaskolski"
"184__M_Right_thumb_finger.BMP","Michelle Jaskolski"
"185__M_Left_index_finger.BMP","Jermaine Flatley"
"185__M_Left_little_finger.BMP","Jermaine Flatley"
"185__M_Left_middle_finger.BMP","Jermaine Flatley"
"185__M_Left_ring_finger.BMP","Jermaine Flatley"
"185__M_Left_thumb_finger.BMP","Jermaine Flatley"
"185__M_Right_index_finger.BMP","Jermaine Flatley"
"185__M_Right_little_finger.BMP","Jermaine Flatley"
"185__M_Right_middle_finger.BMP","Jermaine Flatley"
"185__M_Right_ring_finger.BMP","Jermaine Flatley"
"185__M_Right_thumb_finger.BMP","Jermaine Flatley"
"186__M_Left_index_finger.BMP","Velma Durgan"
"186__M_Left_little_finger.BMP","Velma Durgan"
"186__M_Left_middle_finger.BMP","Velma Durgan"
"186__M_Left_ring_finger.BMP","Velma Durgan"
"186__M_Left_thumb_finger.BMP","Velma Durgan"
"186__M_Right_index_finger.BMP","Velma Durgan"
"186__M_Right_little_finger.BMP","Velma Durgan"
"186__M_Right_middle_finger.BMP","Velma Durgan"
"186__M_Right_ring_finger.BMP","Velma Durgan"
"186__M_Right_thumb_finger.BMP","Velma Durgan"
"187__M_Left_index_finger.BMP","Freddie Hansen"
"187__M_Left_little_finger.BMP","Freddie Hansen"
"187__M_Left_middle_finger.BMP","Freddie Hansen"
"187__M_Left_ring_finger.BMP","Freddie Hansen"
"187__M_Left_thumb_finger.BMP","Freddie Hansen"
"187__M_Right_index_finger.BMP","Freddie Hansen"
"187__M_Right_little_finger.BMP","Freddie Hansen"
"187__M_Right_middle_finger.BMP","Freddie Hansen"
"187__M_Right_ring_finger.BMP","Freddie Hansen"
"187__M_Right_thumb_finger.BMP","Freddie Hansen"
"188__M_Left_index_finger.BMP","Tom Hansen"
"188__M_Left_little_finger.BMP","Tom Hansen"
"188__M_Left_middle_finger.BMP","Tom Hansen"
"188__M_Left_ring_finger.BMP","Tom Hansen"
"188__M_Left_thumb_finger.BMP","Tom Hansen"
"188__M_Right_index_finger.BMP","Tom Hansen"
"188__M_Right_little_finger.BMP","Tom Hansen"
"188__M_Right_middle_finger.BMP","Tom Hansen"
"188__M_Right_ring_finger.BMP","Tom Hansen"
"188__M_Right_thumb_finger.BMP","Tom Hansen"
"189__F_Left_index_finger.BMP","Leticia Cremin"
"189__F_Left_little_finger.BMP","Leticia Cremin"
"189__F_Left_middle_finger.BMP","Leticia Cremin"
"189__F_Left_ring_finger.BMP","Leticia Cremin"
"189__F_Left_thumb_finger.BMP","Leticia Cremin"
"189__F_Right_index_finger.BMP","Leticia Cremin"
"189__F_Right_little_finger.BMP","Leticia Cremin"
"189__F_Right_middle_finger.BMP","Leticia Cremin"
"189__F_Right_ring_finger.BMP","Leticia Cremin"
"189__F_Right_thumb_finger.BMP","Leticia Cremin"
"190__M_Left_index_finger.BMP","Belinda Hodkiewicz"
"190__M_Left_little_finger.BMP","Belinda Hodkiewicz"
"190__M_Left_middle_finger.BMP","Belinda Hodkiewicz"
"190__M_Left_ring_finger.BMP","Belinda Hodkiewicz"
"190__M_Left_thumb_finger.BMP","Belinda Hodkiewicz"
"190__M_Right_index_finger.BMP","Belinda Hodkiewicz"
"190__M_Right_little_finger.BMP","Belinda Hodkiewicz"
"190__M_Right_middle_finger.BMP","Belinda Hodkiewicz"
"190__M_Right_ring_finger.BMP","Belinda Hodkiewicz"
"190__M_Right_thumb_finger.BMP","Belinda Hodkiewicz"
"191__F_Left_index_finger.BMP","Drew Steuber"
"191__F_Left_little_finger.BMP","Drew Steuber"
"191__F_Left_middle_finger.BMP","Drew Steuber"
"191__F_Left_ring_finger.BMP","Drew Steuber"
"191__F_Left_thumb_finger.BMP","Drew Steuber"
"191__F_Right_index_finger.BMP","Drew Steuber"
"191__F_Right_little_finger.BMP","Drew Steuber"
"191__F_Right_middle_finger.BMP","Drew Steuber"
"191__F_Right_ring_finger.BMP","Drew Steuber"
"191__F_Right_thumb_finger.BMP","Drew Steuber"
"192__M_Left_index_finger.BMP","Sheryl Jerde"
"192__M_Left_little_finger.BMP","Sheryl Jerde"
